minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1068,7.395021862891531,4.648315712101478,6.0877922508101925,
1070,14.52304578211847,6.408919728481508,12.87979246889167,
1071,14.1567405457828,5.943187554836234,10.45235807320589,
1072,12.755839973201013,5.998275943771175,12.619589356300187,
1073,13.86235401021184,5.408863082735346,12.164103238069709,
1074,8.608336061143353,4.372395411717195,9.882133896324653,
1075,13.933699139870264,5.929387651361176,14.41632272644732,
1076,17.617662167765143,7.664208836401883,10.535859563008472,
1077,12.225978668088395,7.18047649778558,17.97850259685087,
1078,10.19941494362503,5.781941951964724,11.298588679175973,
1079,12.018180083152904,7.960133340371968,14.365645132379319,
1080,12.290734747987454,4.507153866166163,14.034564311995764,
1081,9.356470899616333,5.865757833372042,13.052950233467502,
1082,18.143579234202033,7.157020254503329,15.155625073052608,
1083,,41.58633941519587,0.0,
