minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
81,12.198806517165526,5.4038046254189025,18.31509434776646
82,12.403760362454415,5.627620139174104,19.817005201892428
83,12.081000733281378,5.600042790977701,19.10764066807946
84,11.928061096417085,5.823569196267741,23.80368581273597
85,12.581152026784103,5.426510866156634,26.292009168520565
86,12.68827186140286,5.40648325841816,27.23449463311291
87,12.239088742144581,5.423827896894535,32.213209264635196
88,11.827714974527252,5.556230745973689,32.49072632254775
89,11.35368067424068,5.78296900433541,32.52847893992917
90,11.87742594091241,5.453826129434816,36.26399287939335
91,11.792708185206665,6.068015997826749,39.509954834764535
92,11.985844122321918,5.308374738543662,40.10766924859008
93,12.011912321028811,5.758431209906389,39.82441928969654
94,11.987784004952795,5.673284873367988,43.06954419695279
95,11.93908517098262,5.845195356115472,42.31257686980871
96,12.928082986999085,6.569474492834048,42.40242000872689
