minute,perf_rapl,ipmi,x_rest
1217,119.253,273.3,154.047
1218,101.22066666666666,246.1,144.87933333333334
1219,104.73366666666666,252.26666666666668,147.533
1220,108.49566666666666,252.41666666666666,143.921
1221,103.2895,247.93333333333334,144.64383333333333
1222,112.38333333333334,259.21666666666664,146.83333333333334
1223,99.98866666666666,246.1,146.11133333333333
1224,109.06433333333332,256.01666666666665,146.9523333333333
1225,112.45576271186441,258.8135593220339,146.35779661016952
1226,108.45450000000001,253.63333333333333,145.17883333333333
1227,106.12016666666666,250.26666666666668,144.1465
1228,108.88216666666668,255.3,146.41783333333333
1229,108.25581395348837,255.04651162790697,146.7906976744186
